Time,BCG,Label
0.0,-0.12920494,0
0.0200010000500025,0.3925067,0
0.040002000100005,1.0797971,0
0.0600030001500075,1.585529,0
0.08000400020001,2.0637949,0
0.1000050002500125,2.2711718,0
0.120006000300015,2.6018484,0
0.1400070003500175,2.9831612,0
0.16000800040002,2.9373193,0
0.1800090004500225,2.991459,0
0.200010000500025,3.1686282,0
0.2200110005500275,3.0849314,0
0.24001200060003,2.7776442,0
0.2600130006500325,2.6449227,0
0.280014000700035,2.4556339,0
0.3000150007500375,2.2553003,0
0.32001600080004,1.8683469,0
0.3400170008500425,1.7612418,0
0.360018000900045,1.4895966,0
0.3800190009500475,1.3670869,0
0.40002000100005,1.2545356,0
0.4200210010500525,1.0689979,0
0.440022001100055,0.7908438,0
0.4600230011500575,0.7235454,0
0.48002400120006,0.65269667,0
0.5000250012500626,0.5744301,0
0.520026001300065,0.37545422,0
0.5400270013500675,0.14566763,0
0.56002800140007,0.04540651,0
0.5800290014500725,-0.2641064,0
0.600030001500075,-0.48561972,0
0.6200310015500775,-0.851873,0
0.64003200160008,-1.2524186,0
0.6600330016500825,-1.3431505,0
0.680034001700085,-1.8778572,0
0.7000350017500875,-2.0218985,0
0.72003600180009,-2.0982873,0
0.7400370018500925,-2.1816814,0
0.760038001900095,-2.4363809,0
0.7800390019500975,-2.3575523,0
0.8000400020001,-2.0875618,0
0.8200410020501026,-1.950955,0
0.840042002100105,-1.6135293,0
0.8600430021501075,-1.0336734,0
0.88004400220011,-0.76386553,0
0.9000450022501125,-0.026280904,0
0.920046002300115,0.5309383,0
0.9400470023501175,1.1662414,0
0.96004800240012,2.0198064,0
0.9800490024501225,2.4078398,0
1.000050002500125,2.860107,0
1.0200510025501275,3.4895394,0
1.04005200260013,4.0196767,0
1.0600530026501325,4.278237,0
1.080054002700135,4.4542985,0
1.1000550027501375,4.538129,0
1.12005600280014,4.4830284,0
1.1400570028501424,4.4394603,0
1.160058002900145,4.157868,0
1.1800590029501474,4.0247607,0
1.20006000300015,3.7067232,0
1.2200610030501524,3.3380508,0
1.240062003100155,2.9714572,0
1.2600630031501574,2.5351415,0
1.28006400320016,2.2170131,0
1.3000650032501626,1.9226271,0
1.320066003300165,1.7390344,0
1.3400670033501676,1.5759825,0
1.36006800340017,1.2498362,0
1.3800690034501726,1.2170419,0
1.400070003500175,0.8109305,0
1.4200710035501776,0.7012313,0
1.44007200360018,0.45167437,0
1.4600730036501826,0.33450657,0
1.480074003700185,0.1827345,0
1.5000750037501875,-0.14184341,0
1.52007600380019,-0.40091023,0
1.5400770038501925,-0.61079854,0
1.560078003900195,-1.1056628,0
1.5800790039501975,-1.1595569,0
1.6000800040002,-1.6288066,0
1.6200810040502025,-1.8494667,0
1.640082004100205,-2.0662649,0
1.6600830041502075,-2.122996,0
1.68008400420021,-2.3930378,0
1.7000850042502125,-2.4023635,0
1.720086004300215,-2.4425495,0
1.7400870043502175,-2.2401907,0
1.76008800440022,-2.034918,0
1.7800890044502224,-1.757084,0
1.800090004500225,-1.3496475,0
1.8200910045502274,-0.9154341,0
1.84009200460023,-0.5690548,0
1.8600930046502324,-0.033616453,0
1.880094004700235,0.51959676,0
1.9000950047502374,1.0552132,0
1.92009600480024,1.4557638,0
1.9400970048502426,1.6823318,0
1.960098004900245,2.117888,0
1.9800990049502476,2.4362633,0
2.00010000500025,2.551223,0
2.0201010050502526,2.633602,0
2.040102005100255,2.510304,0
2.0601030051502573,2.5144675,0
2.08010400520026,2.332293,0
2.1001050052502626,1.9714918,0
2.120106005300265,2.010898,0
2.1401070053502673,1.5660368,0
2.16010800540027,1.215308,0
2.1801090054502725,0.9923212,0
2.200110005500275,0.7331182,0
2.2201110055502773,0.4970672,0
2.24011200560028,0.26553744,0
2.2601130056502825,0.16409335,0
2.280114005700285,-0.09570831,0
2.3001150057502877,-0.2901772,0
2.32011600580029,-0.2863701,0
2.3401170058502925,-0.55928254,0
2.360118005900295,-0.69022083,0
2.3801190059502977,-0.74004173,0
2.4001200060003,-0.8579667,0
2.4201210060503024,-0.8833511,0
2.440122006100305,-1.0471002,0
2.4601230061503077,-1.2764329,0
2.48012400620031,-1.5467212,0
2.5001250062503124,-1.7233249,0
2.520126006300315,-1.9076446,0
2.5401270063503176,-2.068563,0
2.56012800640032,-2.3995798,0
2.5801290064503224,-2.6838164,0
2.600130006500325,-2.4439542,0
2.6201310065503276,-2.567115,0
2.64013200660033,-2.468679,0
2.6601330066503324,-2.4721258,0
2.680134006700335,-2.4546824,0
2.7001350067503376,-2.2882361,0
2.72013600680034,-2.1971009,0
2.7401370068503423,-1.9207386,0
2.760138006900345,-1.5952194,0
2.7801390069503475,-1.3701214,0
2.80014000700035,-1.0980043,0
2.8201410070503523,-0.67775214,0
2.840142007100355,-0.51003695,0
2.8601430071503575,-0.2956272,0
2.88014400720036,-0.044220712,0
2.9001450072503627,0.17565362,0
2.920146007300365,0.28501958,0
2.9401470073503675,0.36588633,0
2.96014800740037,0.45856997,0
2.9801490074503727,0.52807415,0
3.000150007500375,0.33755425,0
3.0201510075503775,0.2791176,0
3.04015200760038,0.15860197,0
3.0601530076503827,-0.11399791,0
3.080154007700385,0.062468138,0
3.1001550077503874,-0.06861853,0
3.12015600780039,-0.31641582,0
3.1401570078503926,-0.44273743,0
3.160158007900395,-0.7272881,0
3.1801590079503974,-0.6929551,0
3.2001600080004,-0.6500404,0
3.2201610080504026,-0.8720136,0
3.240162008100405,-0.8832868,0
3.2601630081504074,-1.0900282,0
3.28016400820041,-1.1725867,0
3.3001650082504126,-1.0346057,0
3.320166008300415,-1.1965535,0
3.3401670083504174,-1.3352289,0
3.36016800840042,-1.3187909,0
3.3801690084504226,-1.4603809,0
3.400170008500425,-1.5666982,0
3.4201710085504273,-1.7382654,0
3.44017200860043,-1.900588,0
3.4601730086504325,-1.8935435,0
