Time,BCG,Label
0.0,-0.003076054,0
0.0200010000500025,0.23888502,0
0.040002000100005,0.542853,0
0.0600030001500075,0.79696053,0
0.08000400020001,0.77108157,0
0.1000050002500125,1.1785072,0
0.120006000300015,1.4649304,0
0.1400070003500175,1.5298271,0
0.16000800040002,1.530211,0
0.1800090004500225,1.4900936,0
0.200010000500025,1.4590296,0
0.2200110005500275,1.5117555,0
0.24001200060003,1.4580388,0
0.2600130006500325,1.1867223,0
0.280014000700035,1.2565544,0
0.3000150007500375,0.9389994,0
0.32001600080004,0.93430173,0
0.3400170008500425,0.8210111,0
0.360018000900045,0.67794764,0
0.3800190009500475,0.4849876,0
0.40002000100005,0.69237685,0
0.4200210010500525,0.52385855,0
0.440022001100055,0.4158082,0
0.4600230011500575,0.43216965,0
0.48002400120006,0.32852376,0
0.5000250012500626,0.20377819,0
0.520026001300065,0.10344223,0
0.5400270013500675,0.25332433,0
0.56002800140007,-0.15854143,0
0.5800290014500725,-0.25205097,0
0.600030001500075,-0.40911663,0
0.6200310015500775,-0.50132006,0
0.64003200160008,-0.81362927,0
0.6600330016500825,-0.86030275,0
0.680034001700085,-0.90632695,0
0.7000350017500875,-1.1071264,0
0.72003600180009,-1.1870697,0
0.7400370018500925,-1.2169092,0
0.760038001900095,-1.1492459,0
0.7800390019500975,-1.0020376,0
0.8000400020001,-0.9009114,0
0.8200410020501026,-0.81794226,0
0.840042002100105,-0.4610666,0
0.8600430021501075,-0.07655746,0
0.88004400220011,0.3373924,0
0.9000450022501125,0.58002007,0
0.920046002300115,0.8814519,0
0.9400470023501175,1.1088339,0
0.96004800240012,1.4886566,0
0.9800490024501225,1.756714,0
1.000050002500125,1.8857496,0
1.0200510025501275,2.0240076,0
1.04005200260013,2.0664017,0
1.0600530026501325,2.2468483,0
1.080054002700135,2.2062712,0
1.1000550027501375,2.1847908,0
1.12005600280014,2.060495,0
1.1400570028501424,1.8129882,0
1.160058002900145,1.7045134,0
1.1800590029501474,1.4955176,0
1.20006000300015,1.2580668,0
1.2200610030501524,1.2204576,0
1.240062003100155,1.0173019,0
1.2600630031501574,0.9250278,0
1.28006400320016,0.8419156,0
1.3000650032501626,0.5810229,0
1.320066003300165,0.42597422,0
1.3400670033501676,0.43133602,0
1.36006800340017,0.22581887,0
1.3800690034501726,0.38616762,0
1.400070003500175,0.26567656,0
1.4200710035501776,-0.11536429,0
1.44007200360018,-0.2114132,0
1.4600730036501826,-0.07226298,0
1.480074003700185,-0.2510243,0
1.5000750037501875,-0.5791944,0
