Time,BCG,Label
0.0,0.18246026,0
0.0200010000500025,0.5225695,0
0.040002000100005,1.0515504,0
0.0600030001500075,1.6041002,0
0.08000400020001,1.9530456,0
0.1000050002500125,2.4853923,0
0.120006000300015,2.6294074,0
0.1400070003500175,2.7753007,0
0.16000800040002,2.9781225,0
0.1800090004500225,2.9742932,0
0.200010000500025,2.8734357,0
0.2200110005500275,2.7449765,0
0.24001200060003,2.5622606,0
0.2600130006500325,2.1986752,0
0.280014000700035,2.0701168,0
0.3000150007500375,1.7665964,0
0.32001600080004,1.5230765,0
0.3400170008500425,1.4515682,0
0.360018000900045,1.0753441,0
0.3800190009500475,0.90050036,0
0.40002000100005,0.7655507,0
0.4200210010500525,0.6753525,0
0.440022001100055,0.53356946,0
0.4600230011500575,0.47682104,0
0.48002400120006,0.3939663,0
0.5000250012500626,0.16863176,0
0.520026001300065,-0.21045353,0
0.5400270013500675,-0.5667342,0
0.56002800140007,-0.7359713,0
0.5800290014500725,-1.0687934,0
0.600030001500075,-1.2974055,0
0.6200310015500775,-1.6520972,0
0.64003200160008,-1.7041553,0
0.6600330016500825,-2.2376833,0
0.680034001700085,-2.213608,0
0.7000350017500875,-2.4260502,0
0.72003600180009,-2.333241,0
0.7400370018500925,-2.130146,0
0.760038001900095,-1.8693978,0
0.7800390019500975,-1.4916145,0
0.8000400020001,-1.0092312,0
0.8200410020501026,-0.23386751,0
0.840042002100105,0.21291003,0
0.8600430021501075,1.0664608,0
0.88004400220011,1.7154305,0
0.9000450022501125,2.4381752,0
0.920046002300115,3.0698524,0
0.9400470023501175,3.4900222,0
0.96004800240012,3.9908688,0
0.9800490024501225,4.389645,0
1.000050002500125,4.551242,0
1.0200510025501275,4.5640826,0
1.04005200260013,4.624466,0
1.0600530026501325,4.2667637,0
1.080054002700135,4.198691,0
1.1000550027501375,3.6991901,0
1.12005600280014,3.3385653,0
1.1400570028501424,2.9492576,0
1.160058002900145,2.5919409,0
1.1800590029501474,2.4332633,0
1.20006000300015,1.9734371,0
1.2200610030501524,1.7186484,0
1.240062003100155,1.4377092,0
1.2600630031501574,1.2632684,0
1.28006400320016,1.0677837,0
1.3000650032501626,0.9810695,0
1.320066003300165,0.74179196,0
1.3400670033501676,0.49513572,0
1.36006800340017,0.33750656,0
1.3800690034501726,0.054359816,0
1.400070003500175,-0.26067007,0
1.4200710035501776,-0.73547786,0
1.44007200360018,-0.8731298,0
1.4600730036501826,-1.3592924,0
1.480074003700185,-1.6996864,0
1.5000750037501875,-1.853035,0
1.52007600380019,-2.1711977,0
1.5400770038501925,-2.3185608,0
1.560078003900195,-2.2597957,0
1.5800790039501975,-2.4366558,0
1.6000800040002,-2.1444764,0
1.6200810040502025,-1.8975965,0
1.640082004100205,-1.6824757,0
1.6600830041502075,-0.90579665,0
1.68008400420021,-0.3154101,0
1.7000850042502125,0.006727103,0
1.720086004300215,0.67060304,0
1.7400870043502175,1.325212,0
1.76008800440022,1.8421763,0
1.7800890044502224,2.218639,0
1.800090004500225,2.8028038,0
1.8200910045502274,3.0845551,0
1.84009200460023,3.3254468,0
1.8600930046502324,3.300118,0
1.880094004700235,3.2031896,0
1.9000950047502374,3.105542,0
